protocol,client_id,client_count,payload_bytes,request_num,connect_time_ms,rtt_ms,timestamp
tcp,0,100,4096,0,1.3909,1.0597,1772315012.7727196
tcp,0,100,4096,1,1.3909,0.6733,1772315012.7733986
tcp,0,100,4096,2,1.3909,0.8374,1772315012.774238
tcp,0,100,4096,3,1.3909,0.4263,1772315012.7746682
tcp,0,100,4096,4,1.3909,0.483,1772315012.7751536
tcp,0,100,4096,5,1.3909,0.6751,1772315012.7758315
tcp,0,100,4096,6,1.3909,0.4736,1772315012.7763069
tcp,0,100,4096,7,1.3909,0.646,1772315012.7769551
tcp,0,100,4096,8,1.3909,0.5522,1772315012.77751
tcp,0,100,4096,9,1.3909,0.6236,1772315012.7781355
tcp,0,100,4096,10,1.3909,0.6926,1772315012.7788322
tcp,0,100,4096,11,1.3909,0.6938,1772315012.7795277
tcp,0,100,4096,12,1.3909,0.7926,1772315012.7803223
tcp,0,100,4096,13,1.3909,1.0009,1772315012.781325
tcp,0,100,4096,14,1.3909,0.7736,1772315012.7821004
tcp,0,100,4096,15,1.3909,1.5324,1772315012.783635
tcp,0,100,4096,16,1.3909,1.5192,1772315012.7851562
tcp,0,100,4096,17,1.3909,1.7663,1772315012.786928
tcp,0,100,4096,18,1.3909,2.0483,1772315012.7889783
tcp,0,100,4096,19,1.3909,2.0149,1772315012.7909954
tcp,0,100,4096,20,1.3909,2.0379,1772315012.793035
tcp,0,100,4096,21,1.3909,2.3872,1772315012.7954237
tcp,0,100,4096,22,1.3909,1.4226,1772315012.7968483
tcp,0,100,4096,23,1.3909,2.9405,1772315012.7997909
tcp,0,100,4096,24,1.3909,1.7507,1772315012.8015435
tcp,0,100,4096,25,1.3909,3.3562,1772315012.804902
tcp,0,100,4096,26,1.3909,2.0932,1772315012.8069978
tcp,0,100,4096,27,1.3909,4.0036,1772315012.8110034
tcp,0,100,4096,28,1.3909,3.1743,1772315012.8141797
tcp,0,100,4096,29,1.3909,3.2375,1772315012.8174188
tcp,0,100,4096,30,1.3909,3.3622,1772315012.820783
tcp,0,100,4096,31,1.3909,3.3446,1772315012.8241293
tcp,0,100,4096,32,1.3909,3.2279,1772315012.8273592
tcp,0,100,4096,33,1.3909,3.6651,1772315012.831026
tcp,0,100,4096,34,1.3909,2.3415,1772315012.8333693
tcp,0,100,4096,35,1.3909,3.8224,1772315012.8371935
tcp,0,100,4096,36,1.3909,3.4469,1772315012.840642
tcp,0,100,4096,37,1.3909,3.8301,1772315012.844474
tcp,0,100,4096,38,1.3909,1.9848,1772315012.8464613
tcp,0,100,4096,39,1.3909,3.7586,1772315012.8502212
tcp,0,100,4096,40,1.3909,3.0823,1772315012.8533041
tcp,0,100,4096,41,1.3909,3.4513,1772315012.8567562
tcp,0,100,4096,42,1.3909,3.1442,1772315012.8599014
tcp,0,100,4096,43,1.3909,4.391,1772315012.8642933
tcp,0,100,4096,44,1.3909,2.3519,1772315012.8666463
tcp,0,100,4096,45,1.3909,3.4026,1772315012.870051
tcp,0,100,4096,46,1.3909,3.3403,1772315012.873392
tcp,0,100,4096,47,1.3909,3.4571,1772315012.8768501
tcp,0,100,4096,48,1.3909,3.4529,1772315012.880304
tcp,0,100,4096,49,1.3909,3.6071,1772315012.8839118
tcp,0,100,4096,50,1.3909,3.3654,1772315012.8872814
tcp,0,100,4096,51,1.3909,3.4253,1772315012.8907084
tcp,0,100,4096,52,1.3909,2.0922,1772315012.8928018
tcp,0,100,4096,53,1.3909,3.4476,1772315012.8962507
