protocol,client_id,client_count,payload_bytes,request_num,connect_time_ms,rtt_ms,timestamp
tcp,0,10,8192,0,1.4304,1.5739,1772315037.644178
tcp,0,10,8192,1,1.4304,0.7577,1772315037.6449375
tcp,0,10,8192,2,1.4304,0.4916,1772315037.6454303
tcp,0,10,8192,3,1.4304,0.4611,1772315037.6458924
tcp,0,10,8192,4,1.4304,0.629,1772315037.646522
tcp,0,10,8192,5,1.4304,0.6407,1772315037.647166
tcp,0,10,8192,6,1.4304,0.7579,1772315037.647926
tcp,0,10,8192,7,1.4304,0.5228,1772315037.6484509
tcp,0,10,8192,8,1.4304,0.7464,1772315037.6492014
tcp,0,10,8192,9,1.4304,0.7809,1772315037.6499848
tcp,0,10,8192,10,1.4304,0.7498,1772315037.6507368
tcp,0,10,8192,11,1.4304,0.7411,1772315037.6514797
tcp,0,10,8192,12,1.4304,0.7962,1772315037.6522782
tcp,0,10,8192,13,1.4304,0.7342,1772315037.6530142
tcp,0,10,8192,14,1.4304,0.7953,1772315037.653813
tcp,0,10,8192,15,1.4304,0.5285,1772315037.654343
tcp,0,10,8192,16,1.4304,0.7812,1772315037.6551259
tcp,0,10,8192,17,1.4304,0.7932,1772315037.6559227
tcp,0,10,8192,18,1.4304,0.8126,1772315037.656737
tcp,0,10,8192,19,1.4304,1.0047,1772315037.6577432
tcp,0,10,8192,20,1.4304,0.5252,1772315037.6582718
tcp,0,10,8192,21,1.4304,0.7479,1772315037.6590214
tcp,0,10,8192,22,1.4304,0.7621,1772315037.6597848
tcp,0,10,8192,23,1.4304,0.5224,1772315037.6603088
tcp,0,10,8192,24,1.4304,0.7584,1772315037.6610684
tcp,0,10,8192,25,1.4304,0.7512,1772315037.6618216
tcp,0,10,8192,26,1.4304,0.81,1772315037.6626334
tcp,0,10,8192,27,1.4304,1.0106,1772315037.6636457
tcp,0,10,8192,28,1.4304,0.5178,1772315037.664165
tcp,0,10,8192,29,1.4304,1.0394,1772315037.6652062
tcp,0,10,8192,30,1.4304,0.8222,1772315037.6660302
tcp,0,10,8192,31,1.4304,0.7993,1772315037.6668313
tcp,0,10,8192,32,1.4304,0.8041,1772315037.6676373
tcp,0,10,8192,33,1.4304,1.0088,1772315037.668648
tcp,0,10,8192,34,1.4304,0.7569,1772315037.6694064
tcp,0,10,8192,35,1.4304,0.7514,1772315037.6701593
tcp,0,10,8192,36,1.4304,0.7961,1772315037.670957
tcp,0,10,8192,37,1.4304,0.5307,1772315037.6714895
tcp,0,10,8192,38,1.4304,0.7492,1772315037.6722405
tcp,0,10,8192,39,1.4304,1.1103,1772315037.6733525
tcp,0,10,8192,40,1.4304,0.7519,1772315037.6741066
tcp,0,10,8192,41,1.4304,0.783,1772315037.6748917
tcp,0,10,8192,42,1.4304,0.7658,1772315037.6756594
tcp,0,10,8192,43,1.4304,0.7538,1772315037.6764252
tcp,0,10,8192,44,1.4304,1.0665,1772315037.6774938
tcp,0,10,8192,45,1.4304,0.7425,1772315037.678238
tcp,0,10,8192,46,1.4304,0.7613,1772315037.679001
tcp,0,10,8192,47,1.4304,0.8054,1772315037.6798081
tcp,0,10,8192,48,1.4304,0.7516,1772315037.6805618
tcp,0,10,8192,49,1.4304,0.794,1772315037.6813595
tcp,0,10,8192,50,1.4304,0.777,1772315037.6821382
tcp,0,10,8192,51,1.4304,0.816,1772315037.6829557
tcp,0,10,8192,52,1.4304,0.7377,1772315037.6836953
tcp,0,10,8192,53,1.4304,0.8094,1772315037.6845067
tcp,0,10,8192,54,1.4304,0.7682,1772315037.6852767
tcp,0,10,8192,55,1.4304,0.7857,1772315037.6860642
tcp,0,10,8192,56,1.4304,0.742,1772315037.6868076
tcp,0,10,8192,57,1.4304,0.7945,1772315037.6876037
tcp,0,10,8192,58,1.4304,0.8181,1772315037.6884236
tcp,0,10,8192,59,1.4304,0.7457,1772315037.6891716
tcp,0,10,8192,60,1.4304,1.0227,1772315037.6901958
tcp,0,10,8192,61,1.4304,0.533,1772315037.6907306
tcp,0,10,8192,62,1.4304,0.7896,1772315037.6915216
tcp,0,10,8192,63,1.4304,0.7504,1772315037.6922736
tcp,0,10,8192,64,1.4304,0.8291,1772315037.6931047
tcp,0,10,8192,65,1.4304,0.7782,1772315037.693885
tcp,0,10,8192,66,1.4304,0.7873,1772315037.6946743
tcp,0,10,8192,67,1.4304,0.8074,1772315037.6954834
tcp,0,10,8192,68,1.4304,0.9697,1772315037.696455
tcp,0,10,8192,69,1.4304,0.5296,1772315037.6969864
tcp,0,10,8192,70,1.4304,0.7935,1772315037.6977816
tcp,0,10,8192,71,1.4304,0.7529,1772315037.6985357
tcp,0,10,8192,72,1.4304,0.7936,1772315037.699331
tcp,0,10,8192,73,1.4304,0.7562,1772315037.7000887
tcp,0,10,8192,74,1.4304,0.7692,1772315037.7008593
tcp,0,10,8192,75,1.4304,0.7925,1772315037.7016537
tcp,0,10,8192,76,1.4304,0.8182,1772315037.7024734
tcp,0,10,8192,77,1.4304,0.7544,1772315037.7032297
tcp,0,10,8192,78,1.4304,1.0104,1772315037.7042437
tcp,0,10,8192,79,1.4304,0.7965,1772315037.7050421
tcp,0,10,8192,80,1.4304,0.7675,1772315037.7058113
tcp,0,10,8192,81,1.4304,0.7728,1772315037.7065856
tcp,0,10,8192,82,1.4304,0.8031,1772315037.7073905
tcp,0,10,8192,83,1.4304,0.753,1772315037.7081454
tcp,0,10,8192,84,1.4304,0.8039,1772315037.7089512
tcp,0,10,8192,85,1.4304,0.7523,1772315037.709705
tcp,0,10,8192,86,1.4304,0.7995,1772315037.7105062
tcp,0,10,8192,87,1.4304,0.7537,1772315037.7112637
tcp,0,10,8192,88,1.4304,0.5218,1772315037.711787
tcp,0,10,8192,89,1.4304,0.7939,1772315037.7125826
tcp,0,10,8192,90,1.4304,0.7933,1772315037.7133775
tcp,0,10,8192,91,1.4304,0.778,1772315037.7141576
tcp,0,10,8192,92,1.4304,0.7829,1772315037.7149422
tcp,0,10,8192,93,1.4304,0.7588,1772315037.715703
tcp,0,10,8192,94,1.4304,0.8016,1772315037.7165065
tcp,0,10,8192,95,1.4304,0.7513,1772315037.71726
tcp,0,10,8192,96,1.4304,0.7631,1772315037.7180247
tcp,0,10,8192,97,1.4304,0.7977,1772315037.718824
tcp,0,10,8192,98,1.4304,0.774,1772315037.7195997
tcp,0,10,8192,99,1.4304,0.7491,1772315037.7203505
tcp,1,10,8192,0,1.4756,1.6738,1772315037.6443827
tcp,1,10,8192,1,1.4756,0.7425,1772315037.6451268
tcp,1,10,8192,2,1.4756,0.4436,1772315037.6455715
tcp,1,10,8192,3,1.4756,0.4635,1772315037.6460357
tcp,1,10,8192,4,1.4756,0.6476,1772315037.6466842
tcp,1,10,8192,5,1.4756,0.8744,1772315037.647562
tcp,1,10,8192,6,1.4756,0.6005,1772315037.6481645
tcp,1,10,8192,7,1.4756,0.7567,1772315037.6489222
tcp,1,10,8192,8,1.4756,0.7642,1772315037.6496873
tcp,1,10,8192,9,1.4756,0.5228,1772315037.6502109
tcp,1,10,8192,10,1.4756,0.7495,1772315037.6509624
tcp,1,10,8192,11,1.4756,0.7472,1772315037.6517103
tcp,1,10,8192,12,1.4756,0.5802,1772315037.6522913
tcp,1,10,8192,13,1.4756,0.7558,1772315037.6530619
tcp,1,10,8192,14,1.4756,0.7886,1772315037.6538532
tcp,1,10,8192,15,1.4756,0.7727,1772315037.6546278
tcp,1,10,8192,16,1.4756,0.7477,1772315037.6553771
tcp,1,10,8192,17,1.4756,1.1385,1772315037.6565192
tcp,1,10,8192,18,1.4756,0.7498,1772315037.6572711
tcp,1,10,8192,19,1.4756,1.0086,1772315037.6582818
