protocol,client_id,client_count,payload_bytes,request_num,connect_time_ms,rtt_ms,timestamp
udp,0,100,8192,0,0.0,2.0649,1772315335.0183535
udp,0,100,8192,1,0.0,1.8178,1772315335.0201747
udp,0,100,8192,2,0.0,3.4419,1772315335.0236192
udp,0,100,8192,3,0.0,21.3919,1772315335.0450132
udp,0,100,8192,4,0.0,5.179,1772315335.050195
udp,0,100,8192,5,0.0,-1.0,1772315340.0550842
udp,0,100,8192,6,0.0,1.638,1772315340.0567245
udp,0,100,8192,7,0.0,1.4711,1772315340.0581975
udp,0,100,8192,8,0.0,1.7579,1772315340.0599573
udp,0,100,8192,9,0.0,2.0212,1772315340.0619807
udp,0,100,8192,10,0.0,3.0148,1772315340.0649981
udp,0,100,8192,11,0.0,3.7933,1772315340.0687938
udp,0,100,8192,12,0.0,3.5251,1772315340.072321
udp,0,100,8192,13,0.0,3.3463,1772315340.0756693
udp,0,100,8192,14,0.0,3.3375,1772315340.0790086
udp,0,100,8192,15,0.0,3.7973,1772315340.0828083
udp,0,100,8192,16,0.0,2.9993,1772315340.0858097
udp,0,100,8192,17,0.0,2.6306,1772315340.0884426
udp,0,100,8192,18,0.0,2.7594,1772315340.091204
udp,0,100,8192,19,0.0,2.7704,1772315340.0939763
udp,0,100,8192,20,0.0,3.5718,1772315340.0975504
udp,0,100,8192,21,0.0,1.9412,1772315340.0994937
udp,0,100,8192,22,0.0,4.5065,1772315340.104002
udp,0,100,8192,23,0.0,3.0611,1772315340.1070657
udp,0,100,8192,24,0.0,2.1649,1772315340.1092324
udp,0,100,8192,25,0.0,2.6681,1772315340.1119025
udp,0,100,8192,26,0.0,3.249,1772315340.1151526
udp,0,100,8192,27,0.0,2.7228,1772315340.1178775
udp,0,100,8192,28,0.0,2.8344,1772315340.1207137
udp,0,100,8192,29,0.0,2.5711,1772315340.1232874
udp,0,100,8192,30,0.0,3.0023,1772315340.1262913
udp,0,100,8192,31,0.0,2.832,1772315340.1291242
udp,0,100,8192,32,0.0,2.8279,1772315340.1319547
udp,0,100,8192,33,0.0,3.0487,1772315340.1350062
udp,0,100,8192,34,0.0,2.8117,1772315340.1378224
udp,0,100,8192,35,0.0,2.7468,1772315340.1405716
udp,0,100,8192,36,0.0,2.5511,1772315340.1431236
udp,0,100,8192,37,0.0,2.7706,1772315340.145895
udp,0,100,8192,38,0.0,2.6063,1772315340.1485033
udp,0,100,8192,39,0.0,2.7877,1772315340.1512933
udp,0,100,8192,40,0.0,2.5626,1772315340.1538587
udp,0,100,8192,41,0.0,2.7779,1772315340.1566389
udp,0,100,8192,42,0.0,2.5879,1772315340.1592286
udp,0,100,8192,43,0.0,2.7846,1772315340.1620154
udp,0,100,8192,44,0.0,2.5455,1772315340.164563
udp,0,100,8192,45,0.0,2.8072,1772315340.1673722
udp,0,100,8192,46,0.0,2.7686,1772315340.1701427
udp,0,100,8192,47,0.0,2.5501,1772315340.1726975
udp,0,100,8192,48,0.0,2.756,1772315340.1754553
udp,0,100,8192,49,0.0,2.7898,1772315340.1782472
udp,0,100,8192,50,0.0,2.5827,1772315340.1808317
udp,0,100,8192,51,0.0,2.7917,1772315340.1836255
udp,0,100,8192,52,0.0,2.8156,1772315340.1864433
udp,0,100,8192,53,0.0,2.5547,1772315340.1890001
udp,0,100,8192,54,0.0,2.7758,1772315340.191778
udp,0,100,8192,55,0.0,2.7487,1772315340.1945283
udp,0,100,8192,56,0.0,2.5622,1772315340.1970923
udp,0,100,8192,57,0.0,2.7995,1772315340.1998937
udp,0,100,8192,58,0.0,2.7614,1772315340.2026598
udp,0,100,8192,59,0.0,2.8042,1772315340.205466
udp,0,100,8192,60,0.0,2.5569,1772315340.208025
udp,0,100,8192,61,0.0,2.7756,1772315340.2108028
udp,0,100,8192,62,0.0,2.7764,1772315340.213581
udp,0,100,8192,63,0.0,2.8101,1772315340.216393
udp,0,100,8192,64,0.0,2.5533,1772315340.2189486
udp,0,100,8192,65,0.0,2.7791,1772315340.2217302
udp,0,100,8192,66,0.0,2.8204,1772315340.2245526
udp,0,100,8192,67,0.0,2.7732,1772315340.2273276
udp,0,100,8192,68,0.0,2.5826,1772315340.229912
udp,0,100,8192,69,0.0,2.7197,1772315340.2326365
udp,0,100,8192,70,0.0,2.5932,1772315340.2352314
udp,0,100,8192,71,0.0,2.7599,1772315340.2379935
udp,0,100,8192,72,0.0,2.7621,1772315340.2407572
udp,0,100,8192,73,0.0,2.5953,1772315340.2433543
udp,0,100,8192,74,0.0,2.7533,1772315340.2461095
udp,0,100,8192,75,0.0,2.6068,1772315340.248718
udp,0,100,8192,76,0.0,2.8047,1772315340.251525
udp,0,100,8192,77,0.0,2.7598,1772315340.2542868
udp,0,100,8192,78,0.0,2.7764,1772315340.257065
udp,0,100,8192,79,0.0,2.5545,1772315340.2596214
udp,0,100,8192,80,0.0,2.8304,1772315340.2624536
udp,0,100,8192,81,0.0,2.7981,1772315340.2652535
udp,0,100,8192,82,0.0,2.5824,1772315340.2678385
udp,0,100,8192,83,0.0,2.7948,1772315340.2706356
udp,0,100,8192,84,0.0,2.7859,1772315340.2734237
udp,0,100,8192,85,0.0,2.7771,1772315340.2762027
udp,0,100,8192,86,0.0,2.5657,1772315340.2787704
udp,0,100,8192,87,0.0,2.7523,1772315340.2815247
udp,0,100,8192,88,0.0,2.7788,1772315340.2843058
udp,0,100,8192,89,0.0,2.7699,1772315340.287078
udp,0,100,8192,90,0.0,2.5646,1772315340.289645
udp,0,100,8192,91,0.0,2.7744,1772315340.2924256
udp,0,100,8192,92,0.0,2.7595,1772315340.2951872
udp,0,100,8192,93,0.0,2.7626,1772315340.2979522
udp,0,100,8192,94,0.0,2.5618,1772315340.3005226
udp,0,100,8192,95,0.0,2.5828,1772315340.3031092
udp,0,100,8192,96,0.0,2.734,1772315340.305844
udp,0,100,8192,97,0.0,2.597,1772315340.3084419
udp,0,100,8192,98,0.0,2.5183,1772315340.310961
udp,0,100,8192,99,0.0,2.2628,1772315340.3132246
udp,1,100,8192,0,0.0,1.9232,1772315335.0182774
udp,1,100,8192,1,0.0,1.5269,1772315335.0198078
udp,1,100,8192,2,0.0,3.4843,1772315335.023297
udp,1,100,8192,3,0.0,-1.0,1772315340.0585282
udp,1,100,8192,4,0.0,1.911,1772315340.0604484
udp,1,100,8192,5,0.0,2.3632,1772315340.0628142
udp,1,100,8192,6,0.0,2.9491,1772315340.0657654
udp,1,100,8192,7,0.0,4.0252,1772315340.0697925
udp,1,100,8192,8,0.0,3.5516,1772315340.0733469
udp,1,100,8192,9,0.0,3.6109,1772315340.0769615
udp,1,100,8192,10,0.0,3.2846,1772315340.0802486
udp,1,100,8192,11,0.0,-1.0,1772315345.085085
udp,1,100,8192,12,0.0,2.8187,1772315345.0879066
udp,1,100,8192,13,0.0,3.0429,1772315345.090952
udp,1,100,8192,14,0.0,2.8191,1772315345.0937734
udp,1,100,8192,15,0.0,3.0138,1772315345.096789
udp,1,100,8192,16,0.0,2.8186,1772315345.0996094
udp,1,100,8192,17,0.0,2.8231,1772315345.1024349
udp,1,100,8192,18,0.0,3.022,1772315345.105462
udp,1,100,8192,19,0.0,2.7911,1772315345.1082547
udp,1,100,8192,20,0.0,2.8349,1772315345.1110916
udp,1,100,8192,21,0.0,2.8284,1772315345.1139216
udp,1,100,8192,22,0.0,3.0276,1772315345.116951
udp,1,100,8192,23,0.0,2.7913,1772315345.1197443
udp,1,100,8192,24,0.0,2.8486,1772315345.1225946
udp,1,100,8192,25,0.0,2.8449,1772315345.1254416
udp,1,100,8192,26,0.0,3.0009,1772315345.1284444
udp,1,100,8192,27,0.0,2.7869,1772315345.1312335
udp,1,100,8192,28,0.0,2.8092,1772315345.1340446
udp,1,100,8192,29,0.0,2.7975,1772315345.1368513
udp,1,100,8192,30,0.0,2.9977,1772315345.1398509
udp,1,100,8192,31,0.0,2.83,1772315345.1426826
udp,1,100,8192,32,0.0,2.872,1772315345.1455564
udp,1,100,8192,33,0.0,2.7962,1772315345.1483548
udp,1,100,8192,34,0.0,2.8874,1772315345.151244
udp,1,100,8192,35,0.0,2.8455,1772315345.1540916
udp,1,100,8192,36,0.0,2.8122,1772315345.1569052
udp,1,100,8192,37,0.0,3.0169,1772315345.159924
udp,1,100,8192,38,0.0,2.8336,1772315345.1627598
udp,1,100,8192,39,0.0,2.7885,1772315345.16555
udp,1,100,8192,40,0.0,3.0044,1772315345.168556
udp,1,100,8192,41,0.0,2.8112,1772315345.1713693
udp,1,100,8192,42,0.0,2.7918,1772315345.1741626
udp,1,100,8192,43,0.0,2.8061,1772315345.1769733
